product_id,product_name,price
569,product_569,53
570,product_570,73
571,product_571,28
572,product_572,7
573,product_573,31
574,product_574,146
575,product_575,4
576,product_576,140
577,product_577,76
578,product_578,35
579,product_579,20
580,product_580,129
581,product_581,96
582,product_582,147
583,product_583,80
584,product_584,112
585,product_585,129
586,product_586,92
587,product_587,136
588,product_588,83
589,product_589,1
590,product_590,32
591,product_591,114
592,product_592,116
593,product_593,90
594,product_594,79
595,product_595,139
596,product_596,103
597,product_597,87
598,product_598,147
599,product_599,127
600,product_600,29
601,product_601,97
602,product_602,98
603,product_603,53
604,product_604,143
605,product_605,1
606,product_606,72
607,product_607,131
608,product_608,51
609,product_609,119
610,product_610,133
611,product_611,105
612,product_612,79
613,product_613,44
614,product_614,116
615,product_615,136
616,product_616,51
617,product_617,93
618,product_618,135
619,product_619,1
620,product_620,100
621,product_621,149
622,product_622,110
623,product_623,104
624,product_624,87
625,product_625,150
626,product_626,18
627,product_627,127
628,product_628,64
629,product_629,75
630,product_630,6
631,product_631,105
632,product_632,40
633,product_633,102
634,product_634,70
635,product_635,46
636,product_636,19
637,product_637,3
638,product_638,90
639,product_639,68
640,product_640,106
641,product_641,140
642,product_642,78
643,product_643,39
644,product_644,119
645,product_645,67
646,product_646,125
647,product_647,44
648,product_648,120
649,product_649,131
650,product_650,12
651,product_651,70
652,product_652,131
653,product_653,26
654,product_654,109
655,product_655,18
656,product_656,91
657,product_657,18
658,product_658,114
659,product_659,6
660,product_660,43
661,product_661,130
662,product_662,42
663,product_663,24
664,product_664,103
665,product_665,71
666,product_666,78
667,product_667,54
668,product_668,136
669,product_669,54
670,product_670,61
671,product_671,86
672,product_672,69
673,product_673,18
674,product_674,20
675,product_675,134
676,product_676,95
677,product_677,120
678,product_678,131
679,product_679,143
680,product_680,13
681,product_681,44
682,product_682,77
683,product_683,143
684,product_684,70
685,product_685,92
686,product_686,60
687,product_687,101
688,product_688,144
689,product_689,103
690,product_690,45
691,product_691,124
692,product_692,67
693,product_693,85
694,product_694,57
695,product_695,67
696,product_696,63
697,product_697,8
698,product_698,104
699,product_699,82
700,product_700,111
701,product_701,64
702,product_702,69
703,product_703,49
704,product_704,19
705,product_705,43
706,product_706,149
707,product_707,114
708,product_708,149
709,product_709,38
710,product_710,68
711,product_711,118
712,product_712,135
713,product_713,42
714,product_714,36
715,product_715,36
716,product_716,113
717,product_717,93
718,product_718,80
719,product_719,103
720,product_720,62
721,product_721,30
722,product_722,53
723,product_723,79
724,product_724,18
725,product_725,28
726,product_726,59
727,product_727,102
728,product_728,83
729,product_729,127
730,product_730,26
731,product_731,48
732,product_732,12
733,product_733,15
734,product_734,6
735,product_735,56
736,product_736,9
737,product_737,127
738,product_738,136
739,product_739,114
740,product_740,88
741,product_741,71
742,product_742,31
743,product_743,45
744,product_744,25
745,product_745,57
746,product_746,103
747,product_747,60
748,product_748,127
749,product_749,116
750,product_750,97
751,product_751,44
752,product_752,60
753,product_753,61
754,product_754,73
755,product_755,119
756,product_756,141
757,product_757,149
758,product_758,100
759,product_759,55
760,product_760,116
761,product_761,67
762,product_762,85
763,product_763,128
764,product_764,29
765,product_765,55
766,product_766,21
767,product_767,12
768,product_768,4
769,product_769,2
770,product_770,123
771,product_771,82
772,product_772,99
773,product_773,149
774,product_774,74
775,product_775,51
776,product_776,103
777,product_777,41
778,product_778,39
779,product_779,8
780,product_780,4
781,product_781,100
782,product_782,38
783,product_783,139
784,product_784,15
785,product_785,145
786,product_786,98
787,product_787,66
788,product_788,34
789,product_789,21
790,product_790,119
791,product_791,78
792,product_792,4
793,product_793,10
794,product_794,138
795,product_795,16
796,product_796,135
797,product_797,34
798,product_798,11
799,product_799,71
800,product_800,31
801,product_801,111
802,product_802,24
803,product_803,49
804,product_804,8
805,product_805,128
806,product_806,34
807,product_807,72
808,product_808,50
809,product_809,115
810,product_810,100
811,product_811,85
812,product_812,69
813,product_813,67
814,product_814,63
815,product_815,63
816,product_816,16
817,product_817,45
818,product_818,90
819,product_819,110
820,product_820,144
821,product_821,134
822,product_822,16
823,product_823,91
824,product_824,141
825,product_825,106
826,product_826,138
827,product_827,52
828,product_828,138
829,product_829,109
830,product_830,18
831,product_831,69
832,product_832,19
833,product_833,65
834,product_834,46
835,product_835,25
836,product_836,39
837,product_837,16
838,product_838,53
839,product_839,110
840,product_840,12
841,product_841,14
842,product_842,24
843,product_843,132
844,product_844,121
845,product_845,129
846,product_846,95
847,product_847,26
848,product_848,81
849,product_849,11
850,product_850,33
851,product_851,137
852,product_852,9
853,product_853,114
854,product_854,33
855,product_855,102
856,product_856,115
857,product_857,7
858,product_858,135
859,product_859,70
860,product_860,24
861,product_861,65
862,product_862,84
863,product_863,22
864,product_864,78
865,product_865,9
866,product_866,99
867,product_867,15
868,product_868,67
869,product_869,81
870,product_870,34
871,product_871,67
872,product_872,98
873,product_873,30
874,product_874,78
875,product_875,25
876,product_876,109
877,product_877,63
878,product_878,129
879,product_879,143
880,product_880,53
881,product_881,85
882,product_882,87
883,product_883,131
884,product_884,101
885,product_885,150
886,product_886,124
887,product_887,27
888,product_888,34
889,product_889,115
890,product_890,135
891,product_891,144
892,product_892,149
893,product_893,134
894,product_894,138
895,product_895,8
896,product_896,75
897,product_897,41
898,product_898,52
899,product_899,95
900,product_900,100
901,product_901,134
902,product_902,84
903,product_903,25
904,product_904,105
905,product_905,89
906,product_906,33
907,product_907,148
908,product_908,17
909,product_909,12
910,product_910,77
911,product_911,137
912,product_912,81
913,product_913,107
914,product_914,77
915,product_915,82
916,product_916,91
917,product_917,70
918,product_918,84
919,product_919,134
920,product_920,129
921,product_921,3
922,product_922,135
923,product_923,32
924,product_924,39
925,product_925,82
926,product_926,84
927,product_927,84
928,product_928,147
929,product_929,18
930,product_930,116
931,product_931,72
932,product_932,123
933,product_933,117
934,product_934,94
935,product_935,98
936,product_936,21
937,product_937,149
938,product_938,15
939,product_939,35
940,product_940,13
941,product_941,135
942,product_942,126
943,product_943,148
944,product_944,65
945,product_945,63
946,product_946,147
947,product_947,87
948,product_948,93
949,product_949,95
950,product_950,104
951,product_951,79
952,product_952,119
953,product_953,88
954,product_954,137
955,product_955,130
956,product_956,43
957,product_957,8
958,product_958,38
959,product_959,65
960,product_960,57
961,product_961,145
962,product_962,35
963,product_963,29
964,product_964,48
965,product_965,106
966,product_966,13
967,product_967,26
968,product_968,140
969,product_969,69
970,product_970,28
971,product_971,53
972,product_972,67
973,product_973,18
974,product_974,147
975,product_975,135
976,product_976,21
977,product_977,19
978,product_978,56
979,product_979,45
980,product_980,131
981,product_981,111
982,product_982,6
983,product_983,95
984,product_984,125
985,product_985,73
986,product_986,57
987,product_987,52
988,product_988,127
989,product_989,61
990,product_990,109
991,product_991,116
992,product_992,94
993,product_993,140
994,product_994,49
995,product_995,124
996,product_996,19
997,product_997,66
998,product_998,105
999,product_999,52
1000,product_1000,3
1001,product_1001,137
1002,product_1002,98
1003,product_1003,132
1004,product_1004,125
1005,product_1005,20
1006,product_1006,104
1007,product_1007,131
1008,product_1008,149
1009,product_1009,150
1010,product_1010,109
1011,product_1011,11
1012,product_1012,91
1013,product_1013,118
1014,product_1014,2
1015,product_1015,49
1016,product_1016,77
1017,product_1017,2
1018,product_1018,139
1019,product_1019,31
1020,product_1020,78
1021,product_1021,132
1022,product_1022,81
1023,product_1023,140
1024,product_1024,147
1025,product_1025,142
1026,product_1026,73
1027,product_1027,135
1028,product_1028,106
1029,product_1029,139
1030,product_1030,133
1031,product_1031,105
1032,product_1032,149
1033,product_1033,79
1034,product_1034,116
1035,product_1035,78
1036,product_1036,34
1037,product_1037,130
1038,product_1038,114
1039,product_1039,36
1040,product_1040,141
1041,product_1041,42
1042,product_1042,65
1043,product_1043,3
1044,product_1044,109
1045,product_1045,145
1046,product_1046,10
1047,product_1047,95
1048,product_1048,108
1049,product_1049,103
1050,product_1050,73
1051,product_1051,5
1052,product_1052,24
1053,product_1053,24
1054,product_1054,2
1055,product_1055,99
1056,product_1056,69
1057,product_1057,119
1058,product_1058,70
1059,product_1059,96
1060,product_1060,124
1061,product_1061,87
1062,product_1062,100
1063,product_1063,117
1064,product_1064,30
1065,product_1065,124
1066,product_1066,91
1067,product_1067,38
1068,product_1068,107
1069,product_1069,38
1070,product_1070,5
1071,product_1071,45
1072,product_1072,67
1073,product_1073,95
1074,product_1074,33
1075,product_1075,74
1076,product_1076,106
1077,product_1077,67
1078,product_1078,132
1079,product_1079,74
1080,product_1080,108
1081,product_1081,71
1082,product_1082,111
1083,product_1083,86
1084,product_1084,125
1085,product_1085,56
1086,product_1086,126
1087,product_1087,103
1088,product_1088,109
1089,product_1089,24
1090,product_1090,17
1091,product_1091,34
1092,product_1092,53
1093,product_1093,39
1094,product_1094,59
1095,product_1095,7
1096,product_1096,27
1097,product_1097,65
1098,product_1098,40
1099,product_1099,123
1100,product_1100,26
1101,product_1101,103
1102,product_1102,48
1103,product_1103,1
1104,product_1104,23
1105,product_1105,110
1106,product_1106,14
1107,product_1107,141
1108,product_1108,56
1109,product_1109,137
1110,product_1110,109
1111,product_1111,89
1112,product_1112,13
1113,product_1113,27
1114,product_1114,142
1115,product_1115,108
1116,product_1116,31
1117,product_1117,68
1118,product_1118,72
1119,product_1119,46
1120,product_1120,123
1121,product_1121,13
1122,product_1122,55
1123,product_1123,23
1124,product_1124,100
1125,product_1125,32
1126,product_1126,115
1127,product_1127,76
1128,product_1128,131
1129,product_1129,128
1130,product_1130,101
1131,product_1131,30
1132,product_1132,123
1133,product_1133,28
1134,product_1134,39
1135,product_1135,99
1136,product_1136,52
1137,product_1137,43
1138,product_1138,134
1139,product_1139,66
1140,product_1140,107
1141,product_1141,138
1142,product_1142,74
1143,product_1143,127
1144,product_1144,140
1145,product_1145,55
1146,product_1146,87
1147,product_1147,125
1148,product_1148,27
1149,product_1149,3
1150,product_1150,89
1151,product_1151,69
1152,product_1152,15
1153,product_1153,139
1154,product_1154,113
1155,product_1155,77
1156,product_1156,26
1157,product_1157,59
1158,product_1158,131
1159,product_1159,71
1160,product_1160,70
1161,product_1161,64
1162,product_1162,106
1163,product_1163,38
1164,product_1164,34
1165,product_1165,66
1166,product_1166,50
1167,product_1167,105
1168,product_1168,144
1169,product_1169,15
1170,product_1170,137
1171,product_1171,131
1172,product_1172,39
1173,product_1173,106
1174,product_1174,70
1175,product_1175,72
1176,product_1176,123
1177,product_1177,79
1178,product_1178,69
1179,product_1179,126
1180,product_1180,55
1181,product_1181,128
1182,product_1182,95
1183,product_1183,121
1184,product_1184,62
1185,product_1185,87
1186,product_1186,46
1187,product_1187,47
1188,product_1188,149
1189,product_1189,116
1190,product_1190,137
1191,product_1191,39
1192,product_1192,15
1193,product_1193,130
1194,product_1194,84
1195,product_1195,136
1196,product_1196,35
1197,product_1197,55
1198,product_1198,81
1199,product_1199,127
1200,product_1200,123
1201,product_1201,85
1202,product_1202,31
1203,product_1203,33
1204,product_1204,36
1205,product_1205,66
1206,product_1206,58
1207,product_1207,23
1208,product_1208,138
1209,product_1209,13
1210,product_1210,145
1211,product_1211,45
1212,product_1212,30
1213,product_1213,58
1214,product_1214,145
1215,product_1215,52
1216,product_1216,129
1217,product_1217,146
1218,product_1218,79
1219,product_1219,109
1220,product_1220,84
1221,product_1221,2
1222,product_1222,6
1223,product_1223,79
1224,product_1224,57
1225,product_1225,22
1226,product_1226,58
1227,product_1227,72
1228,product_1228,88
1229,product_1229,69
1230,product_1230,133
1231,product_1231,98
1232,product_1232,6
1233,product_1233,32
1234,product_1234,85
1235,product_1235,89
1236,product_1236,36
1237,product_1237,30
1238,product_1238,65
1239,product_1239,37
1240,product_1240,147
1241,product_1241,11
1242,product_1242,89
1243,product_1243,20
1244,product_1244,24
1245,product_1245,27
1246,product_1246,77
1247,product_1247,82
1248,product_1248,64
1249,product_1249,69
1250,product_1250,136
1251,product_1251,13
1252,product_1252,93
1253,product_1253,8
1254,product_1254,21
1255,product_1255,36
1256,product_1256,103
1257,product_1257,96
1258,product_1258,62
1259,product_1259,25
1260,product_1260,85
1261,product_1261,71
1262,product_1262,3
1263,product_1263,132
1264,product_1264,83
1265,product_1265,29
1266,product_1266,91
1267,product_1267,33
1268,product_1268,70
1269,product_1269,104
1270,product_1270,24
1271,product_1271,148
1272,product_1272,136
1273,product_1273,122
1274,product_1274,145
1275,product_1275,108
1276,product_1276,138
1277,product_1277,101
1278,product_1278,78
1279,product_1279,57
1280,product_1280,78
1281,product_1281,141
1282,product_1282,35
1283,product_1283,14
1284,product_1284,131
1285,product_1285,29
1286,product_1286,45
1287,product_1287,62
1288,product_1288,56
1289,product_1289,112
1290,product_1290,71
1291,product_1291,140
1292,product_1292,6
1293,product_1293,65
1294,product_1294,138
1295,product_1295,70
1296,product_1296,136
1297,product_1297,68
1298,product_1298,122
1299,product_1299,33
1300,product_1300,104
1301,product_1301,27
1302,product_1302,96
1303,product_1303,18
1304,product_1304,140
1305,product_1305,93
1306,product_1306,140
1307,product_1307,143
1308,product_1308,130
1309,product_1309,149
1310,product_1310,8
1311,product_1311,79
1312,product_1312,115
1313,product_1313,34
1314,product_1314,40
1315,product_1315,20
1316,product_1316,149
1317,product_1317,37
1318,product_1318,56
1319,product_1319,124
1320,product_1320,86
1321,product_1321,94
1322,product_1322,75
1323,product_1323,41
1324,product_1324,40
1325,product_1325,98
1326,product_1326,113
1327,product_1327,104
1328,product_1328,31
1329,product_1329,38
1330,product_1330,70
1331,product_1331,76
1332,product_1332,3
1333,product_1333,138
1334,product_1334,3
1335,product_1335,34
1336,product_1336,98
1337,product_1337,144
1338,product_1338,26
1339,product_1339,118
1340,product_1340,8
1341,product_1341,111
1342,product_1342,109
1343,product_1343,71
1344,product_1344,95
1345,product_1345,105
1346,product_1346,104
1347,product_1347,119
1348,product_1348,14
1349,product_1349,26
1350,product_1350,121
1351,product_1351,10
1352,product_1352,1
1353,product_1353,11
1354,product_1354,29
1355,product_1355,36
1356,product_1356,136
1357,product_1357,131
1358,product_1358,92
1359,product_1359,142
1360,product_1360,70
1361,product_1361,146
1362,product_1362,92
1363,product_1363,122
1364,product_1364,63
1365,product_1365,62
1366,product_1366,28
1367,product_1367,144
1368,product_1368,92
1369,product_1369,41
1370,product_1370,30
1371,product_1371,11
1372,product_1372,81
1373,product_1373,109
1374,product_1374,89
1375,product_1375,65
1376,product_1376,15
1377,product_1377,112
1378,product_1378,107
1379,product_1379,97
1380,product_1380,92
1381,product_1381,76
1382,product_1382,88
1383,product_1383,113
1384,product_1384,61
1385,product_1385,133
1386,product_1386,37
1387,product_1387,15
1388,product_1388,88
1389,product_1389,30
1390,product_1390,132
1391,product_1391,45
1392,product_1392,140
1393,product_1393,125
1394,product_1394,88
1395,product_1395,32
1396,product_1396,150
1397,product_1397,6
1398,product_1398,123
1399,product_1399,54
1400,product_1400,99
1401,product_1401,45
1402,product_1402,102
1403,product_1403,59
1404,product_1404,26
1405,product_1405,64
1406,product_1406,86
1407,product_1407,85
1408,product_1408,63
1409,product_1409,119
1410,product_1410,121
1411,product_1411,95
1412,product_1412,127
1413,product_1413,50
1414,product_1414,111
1415,product_1415,113
1416,product_1416,103
1417,product_1417,139
1418,product_1418,31
1419,product_1419,147
1420,product_1420,125
1421,product_1421,69
1422,product_1422,33
1423,product_1423,39
1424,product_1424,4
1425,product_1425,97
1426,product_1426,107
1427,product_1427,28
1428,product_1428,7
1429,product_1429,20
1430,product_1430,47
1431,product_1431,118
1432,product_1432,97
1433,product_1433,129
1434,product_1434,74
1435,product_1435,40
1436,product_1436,40
1437,product_1437,135
1438,product_1438,28
1439,product_1439,66
1440,product_1440,5
1441,product_1441,119
1442,product_1442,102
1443,product_1443,59
1444,product_1444,138
1445,product_1445,101
1446,product_1446,2
1447,product_1447,140
1448,product_1448,64
1449,product_1449,109
1450,product_1450,41
1451,product_1451,46
1452,product_1452,88
1453,product_1453,62
1454,product_1454,20
1455,product_1455,138
1456,product_1456,143
1457,product_1457,42
1458,product_1458,45
1459,product_1459,97
1460,product_1460,150
1461,product_1461,6
1462,product_1462,132
1463,product_1463,56
1464,product_1464,110
1465,product_1465,61
1466,product_1466,11
1467,product_1467,133
1468,product_1468,49
1469,product_1469,130
1470,product_1470,138
1471,product_1471,20
1472,product_1472,64
1473,product_1473,102
1474,product_1474,120
1475,product_1475,31
1476,product_1476,146
1477,product_1477,13
1478,product_1478,100
1479,product_1479,23
1480,product_1480,144
1481,product_1481,25
1482,product_1482,123
1483,product_1483,12
1484,product_1484,133
1485,product_1485,62
1486,product_1486,4
1487,product_1487,6
1488,product_1488,80
1489,product_1489,120
1490,product_1490,72
1491,product_1491,107
1492,product_1492,43
1493,product_1493,35
1494,product_1494,144
1495,product_1495,82
1496,product_1496,137
1497,product_1497,115
1498,product_1498,129
1499,product_1499,107
1500,product_1500,142
1501,product_1501,43
1502,product_1502,102
1503,product_1503,100
1504,product_1504,52
1505,product_1505,127
1506,product_1506,72
1507,product_1507,93
1508,product_1508,39
1509,product_1509,67
1510,product_1510,146
1511,product_1511,72
1512,product_1512,45
1513,product_1513,22
1514,product_1514,93
1515,product_1515,87
1516,product_1516,37
1517,product_1517,67
1518,product_1518,66
1519,product_1519,65
1520,product_1520,90
1521,product_1521,99
1522,product_1522,72
1523,product_1523,145
1524,product_1524,120
1525,product_1525,4
1526,product_1526,39
1527,product_1527,34
1528,product_1528,65
1529,product_1529,58
1530,product_1530,51
1531,product_1531,19
1532,product_1532,149
1533,product_1533,138
1534,product_1534,51
1535,product_1535,140
1536,product_1536,110
1537,product_1537,62
1538,product_1538,148
1539,product_1539,36
1540,product_1540,142
1541,product_1541,118
1542,product_1542,101
1543,product_1543,51
1544,product_1544,22
1545,product_1545,20
1546,product_1546,40
1547,product_1547,15
1548,product_1548,8
1549,product_1549,104
1550,product_1550,98
1551,product_1551,107
1552,product_1552,36
1553,product_1553,34
1554,product_1554,138
1555,product_1555,140
1556,product_1556,19
1557,product_1557,62
1558,product_1558,98
1559,product_1559,36
1560,product_1560,74
1561,product_1561,52
1562,product_1562,102
1563,product_1563,92
1564,product_1564,46
1565,product_1565,58
1566,product_1566,77
1567,product_1567,37
1568,product_1568,90
1569,product_1569,126
1570,product_1570,138
1571,product_1571,75
1572,product_1572,23
1573,product_1573,132
1574,product_1574,77
1575,product_1575,54
1576,product_1576,119
1577,product_1577,6
1578,product_1578,75
1579,product_1579,27
1580,product_1580,96
1581,product_1581,114
1582,product_1582,66
1583,product_1583,15
1584,product_1584,14
1585,product_1585,81
1586,product_1586,41
1587,product_1587,34
1588,product_1588,27
1589,product_1589,29
1590,product_1590,112
1591,product_1591,63
1592,product_1592,54
1593,product_1593,130
1594,product_1594,130
1595,product_1595,102
1596,product_1596,32
1597,product_1597,55
